claim_s,fake_flag
الهند تخفض وارداتها من النفط الإيراني,0
فرنسا وألمانيا يدا بيد أمام التوترات التجارية العالمية,0
الليرة التركية تواصل الصعود أمام الدولار,1
أكد دبلوماسى سابق امتلاك العراق أسلحة كيماوية,1
فيلم جديد يصدرها كاني ويست مدافعاً عن ترامب,1
إغلاق معبر الأفراد الوحيد بين إسرائيل و قطاع غزة,0
أوبك تقترب من المستوى المستهدف لخفض المخزونات,0
تم إلقاء القبض على ناصر العمر من قبل السلطة السعودية,0
الأمم المتحدة تنادى بضرورة تحرك العالم سريعا لانقاذ اليمن من براثن أسوأ أزمة انسانية,0
وفاة الإذاعي المصري أحمد سعيد المدير السابق لصوت العرب,0
تركيا.. التضخم في أعلى مستوى منذ 15 عاما,0
إستمرار الإحتجاجات في غزة يتبعها تهديدات من رئيس الوزراء الإسرائيلي,0
مصر تعتزم طرح حصص في شركات حكومية بالبورصة,0
السعودية بدون أي اعتقالات,1
وأخيرا ريال سعودي معدني بديلا عن الورقي,0
مفتشو الأسلحة الكيمياوية سيدخلون دوما الأربعاء,0
الفيلم الكوميدي  موت ستالين  يُمنع من العرض في روسيا ,0
نساء الغوطة منقطعات تماما عن العالم,1
انهيار الليرة اللبنانية بالأرقام.. و ما هو مصير الاقتصاد الببناني؟,1
الدولار ينزل بعد هبوط الأسهم الأميركية,0
سلع بمليار دولار للمواطنين اللبنانيين,1
نصف الغوطة الشرقية تحت سيطرة قوات الحكومة السورية,0
مذكرة تفاهم في خطة ٢٠٣٠ تتمحور حول الطاقة الشمسية,0
الصين ترد على ترامب.. برفع رسوم الاستيراد,0
هيومن رايتس ووتش تشيد بالوضع السعودي,1
غارات إسرائيلية مكثفة على غزة ردا على إصابة أربعة جنود إسرائيليين,0
لافروف: سوريا مازالت تمتلك ترسانة كيماوية,1
دعوة للمدنيين في الغوطة الشرقية من الجيش السوري للرحيل,0
عمت السخرية مواقع التواصل الإجتماعي بسبب غرق أحد الأحياء بالمطر,0
وزير النفط العراقي: تلقينا أكثر من 90 عرضا لخط أنابيب كركوك,0
سقوط العشرات فى ليبيا نتيجة اشتباكات بين المليشيات بطرابلس,0
نساء البحرين يواجهن التهميش فى الكثير من المجالات,1
كيم جونغ أون يحضر حفلا لنجوم البوب في شبه الجزيرة الكورية,0
تراجع نسبو البطالة في مصر,0
جنوب السودان انفصال له تبعاته,0
النفط يهبط مع تزايد الإمدادات والتوترات التجارية,0
زيادة مفاجئة في المخزونات الأميركية تصعد بالنفط,0
تدني الليرة التركية بسبب اليورو والذهب,1
الصحراء الغربية بالمغرب تستبعد من اتفاق الصيد حسب قرار محكمة العدل الأوروبية,0
العاهل الأردني مع سريان قرار المحروقات الجديد,1
ديرسم داغ: حكاية أصغر نائبة في تاريخ البرلمان التركي,0
أرامكو تؤك بقاء أسعار البنزين كما هي,0
أولغا توكارتشوك تفوز بجائزة مان بوكر الدولية للرواية لتصبح ثاني بولندية تحصد هذه الجائزة,1
الممثلة كلير فوي تكشف عن صراعها مع القلق النفسي منذ طفولتها,0
ما هي الجماعات المعارضة المنتشرة في شمالي سوريا؟,0
إستمرت حمى الذهب في اليمن بالرغم من المشكلات,1
تجري الآن المفاوضات بين جيش الإسلام في دوما والحكومة السورية,0
ما هو الثلاثاء الأحمر الذي يحتفل به الإيزيديون؟,1
فشل الدفاع الجوي السوري فى التصدى لهجوم على قاعدة جوية في حمص,1
بيان لشركة أرامكو السعودية حول تعليق النفط عبر باب المندب,0
السعودية لا تزال تعتقل 9 بينهم 4 سيدات بتهمة الإضرار بالأمن,0
هيومن رايتس ووتش تكشف عن تستر التحالف العربى على جرائم حرب فى اليمن,0
سقوط 29 قتيلا فى سوق مزدحم بدمشق بعد هجوم بقذيفة صاورخية,0
مقتل 8 جنود سوريين في اشتباكات بمنطقة عفرين السورية,1
إغلاق صناديق الاقتراع في أول انتخابات يشهدها لبنان منذ تسعة أعوام,0
أيدت هيوم رايتس منع أبناء المتزوجات بأجانب من الحصول على الجنسية الأردنية,1
مليار دولار سلع للشعب المصري,0
ريال إيران يسجل تدهورا قياسيا.. والعقوبات تزيد الطين بلة,0
المركزي المصري يعلن مبادرة لإسقاط ديون المتعثرين,0
بقاء المدنيين في الغوطة الشرقية,1
نساء غوطة يشاركن حكايتهن للعالم عبر وسائل التواصل الاجتماعى,0
بريطانيا تطلب اجتماعا طارئا لمجلس الأمن لمناقشة الهجوم على ميناء الحديدة اليمني,0
إقامة حفل للمثليين فى مصر رغم اعتراض الكثيريين,1
تمجيد الزعيم على الطريقة اللاتينية,1
إندونيسيا.. 1.25 مليار دولار في أول إصدار لـالصكوك الخضراء,0
الجيش الإيراني يخاطب واشنطن لتطوير قدراته الدفاعية,1
سيطر اليأس على نصر الله بعد نتائج الإنتخابات اللبنانية,1
اقالة رئيس جهاز الأمن الوطني الجزائري عبد الغني هامل,0
سعد لمجرد .. القضية منتهية,1
مؤشر فوتسي للأسواق الناشئة يضم مصر,1
البنك الدولي يتجنب الاتفاق مع مصر مجددا,1
واشنطن تغلق قنصليتها بالبصرة وتحمل طهران مسؤولية سلامة رعاياها,0
أسرار بشرة نفرتيتي البيضاء,0
صورة قيادي بالإخوان تتصدر صفحة وكالة أنباء الشرق الأوسط المصرية بعد اختراقها,0
التحقيق في أكبر قضية احتيال في الهند,0
مجددا الليرة لمستوى متدني,0
وفاة راهبة متورطة في نزاع ملكية مع المغنية كيتي بيري في قاعة المحكمة,0
أنجلينا جولي من الموصل: هذا أسوأ دمار شهدته خلال عملي مع مفوضية اللاجئين,0
الإعلان عن سقوط طائرة تركية عائدة من الإمارات,0
هبوط لسعر النفط بعد زيادة أنشطة الحفر الأمريكية,0
إقالة وزير الخارجية السوداني إبراهيم غندور بدون سبب واضح من قبل الرئيس السوداني,0
الكنيست الإسرائيلي يرفض مشروع قانون يهودية الدولة المثير للجدل,1
استنزاف قطر لصالح تركيا باتفاق جديد,0
الحكومة اللبنانية: 'القانون رقم 10' قد يعيق عودة اللاجئين السوريين,0
المغرب يقطع علاقاته مع إيران لدعمها جبهة البوليساريو,0
القطرية تسعى لتعويض خسائرها بـإجراء جديد,0
السودان: استبدال رئيس الأركان ضمن تغييرات في قيادات الجيش,0
المتحدث باسم رئيس الوزراء الإسرائيلي يؤكد نقل نتنياهو للمستشفى,0
خطوات لإنقاذ الليرة التركية,0
النفط يسجل أعلى مستوى بفضل تعافي أسواق الأسهم,0
مطالبات من ظريف لترامب بفتح منشآت أمريكا النووية للمفتشين الدوليين,1
إذاعة موسيقى لـفاجنر مؤلف اليهود المفضل,1
الإمارات الأولى عربيا و27 عالميا في تقرير دافوس,0
النفط يواصل خسائره مع تراجع الأسواق الأخرى,0
تجاهل فتلى يوم الأرض فى فلسطين,1
خسائر الطيران الروسي في سوريا منذ 2015,0
نزيف الليرة التركية مستمر بعد العقوبات الأميركية,0
انخفاض لسعر النفط قبل عقد اجتماع أوبك,0
أعمال عنف حادة بين غزة وإسرائيل في يوم جديد من الاحتجاجات,0
العثور على الطاهي والنجم التلفزيوني الشهير أنتوني بوردين ميتا وشكوك حول انتحاره,0
إضراب عمالي يشل قطارات فرنسا,0
زواج نيكول كيدمان من توم كروز أنقذها من التحرش الجنسي,0
خطة صينية لغزو سوق السيارات الكهربائية,0
انتخاب برهم صالح رئيسا للعراق,0
تتويج أول امرة بيضاء البشرة بلقب ملكة جمال بريطانيا,1
كتاب يصف السعودية من خلال أسراره و مفارقاته,1
مصر.. قفزة جديدة بإنتاج الغاز في أكتوبر,0
دمشق تستضيف صندوق النهضة,1
بيل كوسبي دفع 3.4 مليون دولار لتسوية اتهام بالتحرش الجنسي,0
تسجيل أدنى مستوى لأسعار الذهب في ستة أشهر,0
أسهم الطاقة تهبط بوول ستريت بعد إعلان ضد إيران,1
الإفراج عن القس الأمريكي المتهم في قضية دعم غولن في تركيا,1
الذهب أداة بيد الرئيس التركي في تعليمات جديدة,1
مرجع شيعى: لا لانتخاب الفاشلين و الفاسدين فى الانتخابات النيابية,0
أسعار الوقود ترتفع في مصر,0
الذهب يرتفع  لأعلى مستوى له منذ 12 أسبوعا,0
النفط يغلق على انخفاض وسط مخاوف بشأن إيران,0
مؤسس تسلا يخسر 2.5 مليار دولار بسبب سؤال,0
شركة نستله نادمة على حملتها الإعلانية المسيئة لنساء المغرب,0
استمرار ترحيل المهاجرين الأفارقة بقرار من محكمة إسرائيلية,1
فولكس فاجن أمام مئات الدعاوى القضائية,0
ردود أفعال غاضبة للغاية بعد تعرض طالبة مصرية للأعتداء و وفاتها فى بريطانيا,0
ناتالي بورتمان ترفض جائزة أوسكار بسبب غزة,1
المبعوث الأممي يتجاهل الوضع الراهن,1
إستمرت حمى الذهب في موريتانيا بالرغم من المشكلات,0
خمس طائرات للخطوط الإيرانية قبيل العقوبات,0
مازالت قضية جمال خاشقجي تطرح الأسئلة,0
عملة البتكوين تصعد بشكل كبير,1
الأمن المصري يقبض على هشام جنينة إثر تصريحاته بشأن سامي عنان,0
استثمارات إيران في سوريا أمام معركة شرسة,0
المحققون الدوليون يستعدون لبدء مهمتهم في موقع الهجوم الكيميائي المزعوم بسوريا,0
نساء البحرين يدخلن تحدى جديد فى مجال إصلاح السيارات,0
الأسد يزور الغوطة الشرقية ومفاوضات لتدعيم الفصائل المسلحة,1
جرحى في تفجير قرب مركز تدليك وسط بغداد,0
فشل الحكومة السورية في السيطرة على عفرين الكردية,1
ارتفاع طفيف لليرة التركية,0
بريطانيا تطالب بسلطات أوسع للمحققين في الهجمات الكيمياوية في سوريا,0
وزير الأمن الإسرائيلي يسمح لسجناء حماس بمشاهدة مباريات كأس العالم,1
تركيا.. التضخم يرتفع والليرة تتراجع لمستوى قياسي,0
أردوغان يصدر قرارات جديدة تعزز من سلطاته التنفيذية,0
انهيار كبير للريال الإيراني,0
السمك المملح: هل كانت روسيا مستعدة للتضحية بصحفي كي تصل لعرفات؟,1
قام البعض بحملة لمعارضة الحكومة السورية على تويتر عن طريق الأوراق النقدية,1
اندماج شركتا نفط أميركيتان,1
الذهب يتراجع مع انحسار توترات عالمية,0
وفاة مخرج الرسوم المتحركة الياباني إيساو تاكاهاتا,0
إغلاق صناديق الانتخابات في أول انتخابات يشهدها لبنان منذ 2010,0
السعودية تفتح مجالها الجوى أمام الهند فى رحلاتها إلى تل أبيب,0
بالذهب.. الأتراك يتحدون تعليمات أردوغان,0
إسرائيل تشدد إجراءات حظر التدخين في الأماكن العامة,0
النفط يرتفع وسط مؤشرات لغياب المعروض,1
استمرار رئيس جهاز الأمن الوطني الجزائري عبد الغني هامل فى منصبه,1
النفط يرتفع بسبب تداعيات العقوبات,0
ما هي أهم بنود الاتفاق النووي الإيراني؟,0
أنجلينا جولي تشيد بما شاهدته فى الموصل,1
انهيار كبير للريال السعودي,1
تغيير حكومى فى مصر و الدفاع و الداخلية أبرز التغييرات,0
تعرف على ردود الأفعال عربياً وعالمياً بعد أحداث غزة,0
السعودية.. مذكرة تفاهم لإنشاء خطة الطاقة الشمسية 2030,0
اقتصاد قطر.. انهيار مستمر والقادم أسوأ,0
أمريكا تبدأ بسحب بعض أنظمة باتريوت من الكويت والبحرين والأردن,0
77 مليار دولار.. عجز ميزانية الحكومة الأميركية في يوليو,0
عناصر قتالية كردية تغادر مدينة منبج السورية,0
الرئيس التركي غاضب ويشعر بالخيانة,0
إهدار للكرامة البشرية في مخيم موريا اليوناني,0
مقتل الكثير من المدنيين في غارة أمريكية ضد تنظيم الدولة في سوريا,0
مارغو روبي تنوي كتابة مسرحيات عباس العقاد من منظور أنثوي,1
تعهد أردوغان بالسيطرة على تل رفعت فى سوريا فى الأيام المقبلة,0
إعلان مصري عن حجم استثمارات أجنبية  في أدوات الدين,0
مقتل شخصين فى اشتباكات مع الشرطة فى العراق مع استمرار الاحتجاجات الواسعة,0
الإنتاج الأميركي.. يهبط بأسعار النفط,0
الرئيس الإيراني حسن روحاني يقيل محافظ البنك المركزي وسط صعوبات اقتصادية جمة,0
إسرائيل تحضر الملاجئ المضادة للصواريخ في هضبة الجولان بسبب أنشطة غير مألوفة لروسيا في سوريا,1
المرشد الأعلى الإيراني: لن تكون هناك حرب ولا مفاوضات مع أمريكا,0
التضخم يسجل أعلى مستوياته في تركيا منذ أعوام,0
اليمن: معارك قوية فى الحديدة دون وقوع ضحايا,1
إسرائيل تنكر تدمير المفاعل النووي السوري,1
اعترضت قوات الدفاعات السعودية صاروخا باليستيا فوق الرياض,0
جماعة فيلق الرحمن تقرر إنسحابها من الغوطة الشرقية,0
مقتل عشرات المدنيين في هجمات جوية جنوبي سوريا,0
قام بعض الجنود في جنوب السودان بإغتصاب عاملات أجنبيات مما أدى إلى محاكمتهم,0
احتجاجات على رداءة المياه جنوب غربي إيران,0
ارتفاع إنتاج روسيا يهبط بأسعار النفط,0
الرئيس السوداني يستبدل رئيس الأركان ضمن تغييرات في قيادات الجيش,0
مقتل 7 فلسطينيين وإصابة 250 في احتجاجات على حدود غزة,0
القاهرة تستضيف اجتماعات صندوق النهضة,0
هيومن رايتس ووتش ترى انه لا توجد جرائم حرب فى اليمن,1
٦ دولارات دخل يومي لنصف سكان العالم,0
تصميم برقع خاص لزيارة الأميرة ديانا للخليج,0
هبوط متواصل للنفط,1
حصول ديرسم داغ على مقعد في البرلمان التركي بالرغم من صغر سنها,0
أعلن الجيش التركى تطويق مدينة عفرين السورية,0
فشلت القوات السورية فى السيطرة على الغوطة الشرقية,1
الأسلحة النووية يتم تفتيشها دائما يوم الأربعاء,1
غوغل تدعم بت كوين على غرار فيسبوك,1
تصريحات أوبك بشأن سوق النفط الذي يتلقى إمدادت كافية وتحذير من التخمة,0
توفير سبل الراحة و العلاج لمرضى السرطان بقطاع غزة,1
ملك السعودية يأمر بتجميد الزيادات في أسعار الوقود والكهرباء بعد إضراب النقابات,1
الناشطتان نسيمة السادة وسمر بدوي يعتقلن من قبل الشرطة السعودية,0
الشاعرة الفلسطينية دارين طاطور مدانة بالتحريض على العنف بسبب قصيدة,0
ارتفاع مفاجئ في أسعار البتكوين,1
زلزال الليرة التركية يضرب اليورو وعملات الأسواق الناشئة,0
ولاية أميركية تحتل المرتبة العاشرة اقتصاديا,1
من هى أنغيلا ميركل عالمة الكيمياء التي تقود ألمانيا للمرة الرابعة؟,0
اليورو يصعد بفعل ميزانية إيطاليا,1
المجلس الأعلى للإعلام في مصر يوقف مسلسل أبو عمر المصري,1
٤ دول عربية من أغنى دول القارة السمراء,0
اتهام للسعودية باعتقال مواطن قطري والإعلام السعودي يصفه بأنه ضابط مخابرات,0
الذهب عند أعلى مستوى بفعل الأزمة مع روسيا,0
إلغاء مصادرة أملاك رموز حكم صدام حسين,1
سوريا تتخلص من الأسلحة الكيماوية على حد قول لافروف,0
مسؤول إيراني يعطي الترخيص لإقامة حفل راقص و الشرطة تعتقله,0
المحكمة العليا في العراق تزور نتائج الانتخابات,1
صرح روحاني بخطورة موقف روسيا فور إنسحابها من الإتفاق النووي,1
وكالة الطاقة ترجح استنفادا كاملا لاحتياطي إنتاج النفط,0
عجز الموازنة الأميركية  يصل ل٦٦ مليار,1
تعرض تنظيم الدولة لهجوم في درعا,1
الممثل الهندي سلمان خان يُسجن لصيده ظبي نادر,0
هيومن رايتس ووتش: لا مصداقية لما تم من تحقيقات من قبل التحالف في اليمن,0
الرئيس السوداني عمر البشير يقيل وزير الخارجية إبراهيم غندور دون إبداء أسباب,0
خسائر بالملايين والحوثيون المتهم الأول,0
ريف شمال المغرب يشكل تساؤلات بأذهان الزوار,0
مليون دولار لعائلة مستوطن طعنه فلسطيني,0
واشنطن تقرر سحب بعض أنظمة باتريوت من الكويت والبحرين والأردن,0
الحرب السورية تخلف دمار دون وقوع قتلى,1
حداد في الأراضي الفلسطينية على قتلى يوم الأرض في غزة,0
غاز قبرص لمصر بلا عوائق,0
عوائد السندات وضعف الدولار يرفعان الذهب,1
إيران تعتقل الناشطتين نسيمة السادة وسمر بدوي,1
إضراب عمال فرنسا يشل المطارات,1
الجزائر.. إضراب يصيب بعض القطاعات بالشلل,0
غرق عشرات المهاجرين قبالة سواحل اليمن,0
تحقيق أفضل تصنيف ائتماني لمصر في ٧ أعوام,0
في اتفاق جديد: تركيا تستنزف لصالح قطر,1
أعداد التوانسة الراغبين في الهجرة إلى أوروبا تتضاعف,0
مقصية رونالدو تهوي بأسهم يوفنتوس,0
التحالف بقيادة السعودية يتقدم نحو الحديدة في اليمن,0
تمجيد الزعيم على الطريقة الصينية,0
تراجع للذهب مع زيادة المخزونات الأمريكية,1
عوائد السندات وصعود الدولار يهبطان بالذهب,0
مهاجمة آخر مناطق لتنظيم الدولة الإسلامية شرق سوريا من قبل قوات سوريا الديمقراطية,0
هدوء إسرائيلي بعد إصابة أربعة جنود إسرائيليين,1
السعودية تطلق تطبيقا على الهاتف المحمول لـ تقييم الخطب الدينية,0
السعودية تعتقل المزيد من ناشطات حقوق الإنسان,0
الدولار قرب أدنى مستوى في ٣ أشهر,1
قفزة ضخمة في تحويلات المصريين بالخارج,0
نيكاي ينخفض لأدنى مستوى منذ ١٩٩١,1
مطالبات من بريطانيا للسعودية بشأن إيضاح المزيد من التفاصيل عن اختفاء جمال خاشقجي,0
الطاهي والنجم التلفزيوني الشهير أنتوني بوردين وُجد مقتولا,1
تحقيق قناة السويس لأقل عائدات لها في التاريخ,1
اختراع عالي المخاطرة يحطم أسعار تذاكر الطيران,0
ليبيا تصدر حكما بإعدام 45 شخصا متهمين بقتل متظاهرين عام 2011,0
تقرير دولي: نصف سكان العالم يعيشون بأقل من 6 دولارات يوميا,0
قناة السويس تسجل رقما قياسيا جديدا,0
المدنيين فى الغوطة الشرقية وعفرين يتمسكون بالبقاء,1
التحقيق مع كاتب سعودي يشكو من كثرة المساجد وينتقد إزعاج الأذان,0
المخاوف بشأن إيران والنزاع في فنزويلا يسببان صعوداً مفاجئاً في أسعار النفط,0
مصر: تراجع التضخم خلال إبريل,0
انطلاق أولى رحلات قطار الحرمين السريع في السعودية,0
أزياء الانتخابات التونسية,0
يطالب وزير الدفاع الإسرائيلي بطرد الإيرانيين من سوريا,0
إيرادات نفط السويس ترتفع بشكل ملحوظ,1
هدوء فى إدلب السورية,1
تقارير عن مقتل أطفال باليمن على يد السعودية,0
جي بي اس لمراقبة عربات الأكل المص,0
تراجع حاد فى أعداد التوانسة الطامحين في الهجرة إلى أوروبا,1
لبنان يحصد 10 مليارات دولار في مؤتمر باريس,0
توتال تتجنب الاستثمار في النفط الصخري,0
اعتذار من سي إن إن,1
شح العملة السودانية وسط ارتفاع الأسعار والتضخم,0
الصليب الأحمر يسحب 71 عامل إغاثة من اليمن خوفا على سلامتهم,0
بدء اجتماعات اللجنة الوزارية الثلاثية حول سد النهضة في الخرطوم,0
توقعات خفض أسعار الفائدة يهبط بالدولار,1
صور من آسيا تحكي عن العلم و تشجيع كرة القدم و الخيول وشدة الحرارة,1
كنيسة القيامة تفتح أبوابها للجميع,1
مسلمات يواجهن الأفكار النمطية في شوال,1
إجلاء 7 آلاف مدني ومسلح عن الغوطة الشرقية,0
قام نتينياهو بنفي إشاعات إسرائيل له,0
أوبك تخفض مخزونها للمستوى المطلوب عالميا,0
مصر تخفض أسعار الوقود,1
انخفاض آخر على أسعار النفط عالميا,1
حضور لكيم جونغ أون في حفل نجوم الروك بشبة الجزيرة الكورية,1
الاقتصاد الإيراني.. القادم أسوأ,0
تاريخ و أصل موالد الأولياء و القديسين في مصر,0
خارجية الولايات المتحدة تنفي التوجه لفرض عقوبات على إيران,1
الأردن وسوريا يتفقان على فتح معبر مهم على حدود البلدين,0
رفضت محكمة سعودية زواج امرأة من رجل بسبب عزفه للعود,0
روسيا: مفتشو منظمة حظر الأسلحة الكيماوية غادروا دمشق متوجهين إلى دوما,0
السودان يفتح أبوابه للاستثمارات الصينية,0
موفدنا من الدوحة: عام قطري، حلو ومرّ,0
مهاجمة آخر مناطق لتنظيم الدولة الإسلامية شرق العراق,1
قصة ملياردير أميركي وشراء أسهم أبل,0
أسعار الذهب تهوي بسبب مخاوف التضخم,1
اتجاه الكويت لمصر و فلسطين للبحث عن معلمين,0
الذهب يهبط بعد تلميحات برفع الفائدة,0
الأمم المتحدة تتجاهل أسوأ أزمة انسانية فى اليمن,1
اللجوء السوري مادة دسمة في سجالات الانتخابات اللبنانية,0
رئيس المفوضية الأوروبية يلتقي ترامب وسط تحذيرات ألمانية,0
سكان الغوطة الشرقية يبقون فى أرضهم رغم تصاعد القتال,1
قافلة المساعدات تغادر الغوطة الشرقية قبل إنهاء مهمتها وسط القصف,0
إجراءات صينية جديدة تتحدى أميركا,0
الذهب يرتفع مدعوما بتراجع الدولار,0
تنبؤات عن حصول مجاعة في اليمن بسبب الحرب,0
النفط يرتفع بفعل قرار ترامب,1
الإمدادات تستمر بقوة وإغلاق الأسبوع على مكاسب نفطية,1
أول أيام الآلية الجديدة في السودان تشهد هبوطاً حاداً للجنيه,0
اعتذر آية الله خامنئي للشعب الإيراني بسبب التأخر في إحداث تقدم بالقضاء,0
تعهد أردوغان بإعلان نتائج التحقيق في قضية اختفاء جمال خاشقجي,0
بدء حرب عسكرية أميركية_أوروبية,1
أردوغان غير مكترث بإعلان نتائج التحقيق في قضية اختفاء خاشقجي,1
تباين الآراء بشأن إلغاء المدارس التجريبية في مصر,0
الدولار يتلقى دعما من المراهنة على رفع الفائدة الأميركية,0
بعد قرن ونصف.. تطوير مصري تاريخي بالسكك الحديدية,0
لبنان في أزمة.. تقرير يرصد الانهيار الاقتصادي الكبير,0
تكلفة التأمين على ديون تركيا تقفز إلى أعلى مستوياتها,0
تحذيرات روسية للولايات المتحدة بشأن الأوضاع في سوريا,0
العجز الأميركي يصل ل ٧٧ مليار,0
جيرار ديبارديو الممثل الفرنسي الشهير يُتهم بقتل ممثلة شابة,1
سيطرة الحوثيون على صنعاء,0
سفينة تنقيب صينية تثير غضب اليابان,0
تواصل تصدير النفط الإيراني رغم العقوبات,1
سقوط طائرة عسكرية أمريكية غربي العراق,0
قفزة للدولار وتحقيق مكاسب,0
الذهب إلى أدنى مستوى في 5 أشهر,0
مصر  تفقد اتفاقا بملياري دولار,1
الصين تتحدى الولايات المتحدة بـإجراءات جديدة,0
مهرجان كان السينمائي 2018: أهم 10 أفلام يجب الانتباه إليها,0
قضية مريم مصطفى: ردود فعل غاضبة بعد وفاة طالبة مصرية تعرضت لاعتداء في بريطانيا,0
خامنئي يرفض الاعتراف بأزمة بلاده اقتصادياً,1
ترامب: سيكون هناك ثمن باهظ للهجوم الكيماوي على المدنيين في سوريا,0
النفط يهبط لمستوى قياسي قبل توجيه ضربة لسوريا,1
بالأرقام.. كيف انهارت الليرة؟ وماذا ينتظر الاقتصاد التركي؟,0
السلطات الماليزية تجري تشريحا على جثمان البطش,0
ولي العهد السعودي يتعهد بالقضاء على فكر الاخوان الذي غزا المدارس السعودية,0
روسيا تستفيد من حق الفيتو بمنع قرارات مجلس الأمن ضد سوريا,0
أسعار النفط ترتفع.. وبرنت يقترب من 80 دولارا,0
ناشطة سعودية: حياتي كلها صارت على تويتر دفاعا عن الرجال,1
الدولار يسجل أعلى مستوى مع التوقعات برفع أسعار الفائدة,0
فرنسا تعرض وساطتها لحل الأزمة بين تركيا و الاكراد فى شمالى سوريا,0
هدوء عربي وعالمي بعد أحداث غزة,1
جائزة مان بوكر الأدبية تعلن عن جائزة ذهبية في الذكرى الخمسين لتأسيسها,0
كذبة أبريل .. من أين جاءت ؟,0
الصين ترفع رسوم الاستيراد على البضائع الأميركية,0
إسرائيل تغلق معبر الأفراد الوحيد مع قطاع غزة,0
مؤشر فوتسي للأسواق الناشئة يضم السعودية,0
الحرب في سوريا: الأمم المتحدة تدعو إلى إنهاء جهنم على الأرض في الغوطة الشرقية,0
أعتقلت السلطات السعودية 7 ناشطين من بينهم 3 نساء بتهمة التواصل مع جهات أجنبية مشبوهة,0
مساع صينية لردع ترامب بـخطة أوروبية,0
تم إعلان براءة الجنود المتهمين في جنوب السودان بإتصاب عاملات إغاثة أجنبية,1
السيارات الكهربائية في ليبيا تثير زوبعة بالأسعار,1
لماذا تعترف إسرائيل الآن بتدمير المفاعل النووي السوري؟,0
إيران: مقتل شخصين في اشتباكات عناصر الشرطة مع الصوفيين,1
مظاهرات البصرة: توقف العمل في ميناء أم قصر عقب اشتباكات عنيفة,0
استمرار اعمال الصليب الأحمر فى اليمن,1
تونس تقر قانون التصريح عن مكاسب المسؤولين,0
السجن للممثل الهندي سلمان خان لصيد ظبي نادر,0
هجوم صاروخي يستهدف مطار في طرابلس ويجبر ليبيا على تغيير مسار الرحلات الجوية,0
واشنطن تلغي 200 مليون دولار من المساعدات المخصّصة لغزة والضفة الغربية,0
دونالد ترامب لملك السعودية سلمان بن عبد العزيز: لن تبقى في السلطة أسبوعين دون دعم الولايات المتحدة,0
استجابة لأسئلتكم: 15 معلومات مهمة عن البوليساريو وقضية الصحراء الشرقية,1
محمد بن سلمان يزور الكويت وسط توقعات بمناقشة الأزمة الخليجية,0
اختفاء جمال خاشقجي: السعودية تطالب بكشف الحقيقة,1
كوالالمبور: سوري عالق فى المطار لأكثر من شهر,0
رحلتي من الإذاعة إلى الانترنت في بي بي سي,0
الحكومة المصرية تشترط وديعة بنكية للحصول على الجنسبة المصرية,0
مخاوف في صناعة بي ام دبليو بسبب بريكسيت,0
الدولار قرب أعلى مستوى في 3 أشهر,0
رقم جديد لمعدل البطالة في مصر,0
براد بيت ينفي مزاعم أنجلينا جولي بالتقصير في نفقة أطفالهما,0
التضخم يتراجع في الجزائر,0
روحانى يدعم تغيير نظام الحكم الإيرانى,1
هدوء بين المليشيات بطرابلس,1
التحقيق في اعتداء ملثمين على رجل وامرأة في المغرب,0
أردوغان يصف إسرائيل بأنها أكثر الدول فاشية وعنصرية,0
الحكومة السورية تستنكر إجلاء إسرائيل عناصر الخوذ البيضاء و تصفه بأنه عملية إجرامية,0
بعد التصعيد التركي.. ترقب لورقة واشنطن المؤلمة,0
هدوء الأوضاع بين ترامب و روحانى,1
مروحية عسكرية أمريكية تجوب الأجواء غربى العراق,1
قال دي ميستورا أنه مستعد للذهاب بنفسهإلى إدلب حتى يضمن الخروج الآمن للمدنيين,0
هجوم انتحارى فى كابول و سقوط 26 قتيلا على الأقل,0
أعلى مستوى لسعر اليورو هذ العام,1
هيومن رايتس تنتقد منع الأردنيات المتزوجات بأجانب من منح الجنسية لأبنائهن,0
السعودية تتوقع تدفقات بمليارات الدولارات بعد قرار MSCI,0
بي بي سي تلجأ للأمم المتحدة لحماية صحفييها في الخدمة الفارسية,0
قطر تقاضي الإمارات أمام محكمة العدل الدولية بشأن انتهاكات لحقوق الإنسان,0
بريطانيا تهدد إيرباص بالترحيل,1
تسجيل أعلى مستوى للذهب في ٦ أشهر,1
شباب يقلدون النساء بالسعودية و الشرطة تقبض عليهم,0
بكين مستعدة لأي حرب تجارية ضد واشنطن,0
معركة شرسة تواجه استثمارات إيرانية في سوريا,0
اليابان تبحث زيادة سن التقاعد الاختياري بسبب نقص العمالة,0
السعودية طردت 17 ألف مهاجر يمني هذا العام,0
إيران تتحدى ترامب و تكشف عن طائرة مقاتلة جديدة محلية الصنع,0
قريبا زيادة الاجور والمعاشات المصرية,0
أوسكار 2010: ما المتوقع خلال حفل توزيع الجوائز هذا العام,1
العقوبات والريال وسيلتان لنهضة إيران,1
البحث في عقوبات جديدة بسبب برنامج الصواريخ الإيراني,0
وفاة السائحين البريطانيين بسبب بكتيريا إيكولاي وذلك حسب تصريحات النائب العام المصري,0
برنت يتجاوز 75 دولار,0
انفوجرافيك لا يشمل تكلفة الزحمة عالميا,1
اللاجئون السوريون واثقون فى فوز أردوغان وحزبه بالانتخابات القادمة,1
مقتل العشرات فى معارك الحديدة فى اليمن,0
